,_id,id,title,artist,feeling,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,encoded
82,637697bb2cd3e1466f056188,0myfUjrUP8kMrk48nOXAY0,Where Its At,Beck,Altered With Effects,0.68,0.171,0.671,0.0285,0.076,0.532,-7.142,0.0535,3
83,637697bb2cd3e1466f056189,3ZidgUvrmVNhroQqjSpVYE,Bug Powder Dust,Bomb The Bass,Altered With Effects,0.775,0.0827,0.605,0.000915,0.201,0.418,-10.696,0.0437,3
84,637697bb2cd3e1466f05618a,7o7E1nrHWncYY7PY94gCiX,Video Killed The Radio Star,Buggles,Altered With Effects,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,3
85,637697bc2cd3e1466f05618b,0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,Altered With Effects,0.542,0.0423,0.793,3.95e-06,0.0814,0.708,-8.203,0.053,3
86,637697bc2cd3e1466f05618c,3QJ4TCO6GQNuQWRq2jQLAs,Hate,Hybris,Altered With Effects,0.334,0.0312,0.718,0.0305,0.105,0.145,-10.098,0.0519,3
87,637697bc2cd3e1466f05618d,1T2aLhiYmofwrl53oEhywa,I Have Been Floated,Olivia Tremor Control,Altered With Effects,0.252,0.155,0.429,2.08e-05,0.203,0.23,-11.759,0.0319,3
88,637697bc2cd3e1466f05618e,5TsHqbDKaSs4ECZX0045YS,Hold Me Thrill Me Kiss Me Kill Me,U2,Altered With Effects,0.368,7.47e-05,0.852,0.258,0.218,0.347,-6.978,0.0433,3
89,637697bc2cd3e1466f05618f,3JuwVgIYYl7tHeEGrEQqbg,Prince Charming,Adam And The Ants,Alternative,0.544,0.179,0.667,3.94e-06,0.142,0.665,-9.526,0.0398,4
90,637697bc2cd3e1466f056190,0myfUjrUP8kMrk48nOXAY0,Where Its At,Beck,Alternative,0.68,0.171,0.671,0.0285,0.076,0.532,-7.142,0.0535,4
91,637697bc2cd3e1466f056191,7fwUb4zqdjakeeyuYEhkI8,In The Street,Big Star,Alternative,0.48,0.00391,0.721,0.0457,0.0902,0.59,-9.23,0.0391,4
92,637697bc2cd3e1466f056192,1QEEqeFIZktqIpPI4jSVSF,More Than A Feeling,Boston,Alternative,0.377,0.00088,0.681,0.0023,0.0504,0.285,-8.039,0.0298,4
93,637697bc2cd3e1466f056193,7o7E1nrHWncYY7PY94gCiX,Video Killed The Radio Star,Buggles,Alternative,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,4
94,637697bd2cd3e1466f056194,5JwfdqbIehHga0s4SNPhyk,He War,Cat Power,Alternative,0.539,0.885,0.76,0.501,0.0862,0.69,-8.415,0.0363,4
95,637697bd2cd3e1466f056195,27bQfFb46hdVoU21UQtnDy,Speedway,Counting Crows,Alternative,0.642,0.517,0.39,0.0153,0.117,0.472,-10.658,0.0414,4
96,637697bd2cd3e1466f056196,6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,Alternative,0.572,0.649,0.214,0.129,0.125,0.485,-15.625,0.0293,4
97,637697bd2cd3e1466f056197,0ORabtkmYYOk5X8GfHUPDZ,Come On Home,Franz Ferdinand,Alternative,0.577,0.000704,0.869,0.219,0.0764,0.481,-8.907,0.0458,4
98,637697bd2cd3e1466f056198,1c7ZaXMJKgOFXet5W59B8s,Where Youll Find Me Now,Neutral Milk Hotel,Alternative,0.176,0.0454,0.327,0.0412,0.472,0.148,-16.0,0.0327,4
99,637697bd2cd3e1466f056199,1T2aLhiYmofwrl53oEhywa,I Have Been Floated,Olivia Tremor Control,Alternative,0.252,0.155,0.429,2.08e-05,0.203,0.23,-11.759,0.0319,4
100,637697bd2cd3e1466f05619a,4T5Rcn6qefZOUMgDb8AkEt,Behind The Wall Of Sleep,Smithereens,Alternative,0.42,0.00749,0.846,0.000101,0.161,0.542,-11.774,0.0482,4
101,637697bd2cd3e1466f05619b,5PLkbN1xEJ3KoF1tyqjpfZ,Gangsters,Specials,Alternative,0.701,0.00919,0.664,0.108,0.452,0.815,-8.248,0.0362,4
102,637697bd2cd3e1466f05619c,0D3mdBIOeoODGv1YAtJdQz,Stay,Spinecar,Alternative,0.496,0.00213,0.872,0.0249,0.712,0.414,-10.898,0.0422,4
103,637697be2cd3e1466f05619d,5TsHqbDKaSs4ECZX0045YS,Hold Me Thrill Me Kiss Me Kill Me,U2,Alternative,0.368,7.47e-05,0.852,0.258,0.218,0.347,-6.978,0.0433,4
104,637697be2cd3e1466f05619e,6E8hhcSnvtevktpFSnHmjK,Sister Havana,Urge Overkill,Alternative,0.591,0.000983,0.803,0.0537,0.0659,0.729,-8.874,0.0325,4
105,637697be2cd3e1466f05619f,3DgL05rqVUuVLeSW3J9MIb,Don T Look Back,Artemis,Ambient Sounds,0.512,0.0562,0.687,0.00227,0.0979,0.386,-6.053,0.039,5
106,637697be2cd3e1466f0561a0,1ZHWkVInACJq2h0ryJw0cP,Survival,Beth Quist,Ambient Sounds,0.609,0.174,0.224,0.344,0.135,0.0678,-17.689,0.062,5
107,637697be2cd3e1466f0561a1,5JBGbFdBtLcCCygw8rtjli,Setting Sun,Chemical Brothers,Ambient Sounds,0.446,0.000738,0.995,0.13,0.354,0.248,-1.169,0.223,5
108,637697be2cd3e1466f0561a2,2ZzHuoBS1pFCSBtSGnKr51,Too Slow,Domased,Ambient Sounds,0.535,0.0849,0.664,0.763,0.102,0.263,-13.459,0.0461,5
109,637697be2cd3e1466f0561a3,0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,Ambient Sounds,0.542,0.0423,0.793,3.95e-06,0.0814,0.708,-8.203,0.053,5
110,637697be2cd3e1466f0561a4,6dEZqETrEhPOTETuLUvo7o,D B L,Ivilion,Ambient Sounds,0.368,0.0189,0.957,0.202,0.122,0.0376,-9.068,0.25,5
111,637697be2cd3e1466f0561a5,1hEh8Hc9lBAFWUghHBsCel,Porcelain,Moby,Ambient Sounds,0.515,0.00147,0.613,0.202,0.449,0.357,-8.423,0.0305,5
112,637697bf2cd3e1466f0561a6,5KbvXIOrKHqbS2d5d0seoU,Knysnamushrooms,Mr Gelatine,Ambient Sounds,0.652,0.715,0.718,0.907,0.0644,0.926,-9.847,0.0441,5
113,637697bf2cd3e1466f0561a7,7kriFJLY2KOhw5en9iI2jb,Echoes,Pink Floyd,Ambient Sounds,0.285,0.367,0.322,0.649,0.107,0.138,-16.58,0.0445,5
114,637697bf2cd3e1466f0561a8,1SIwEtA6vOapGw7fA7T9Gy,Trapped,2Pac,Angry,0.773,0.0118,0.297,0.000132,0.137,0.442,-17.819,0.335,6
115,637697bf2cd3e1466f0561a9,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,Ac Dc,Angry,0.668,0.214,0.906,0.00245,0.135,0.507,-4.881,0.17,6
116,637697bf2cd3e1466f0561aa,53T0V3jTJDs3kIqwvlgspI,Come To Daddy,Aphex Twin,Angry,0.421,0.0764,0.944,0.815,0.119,0.222,-9.179,0.302,6
117,637697bf2cd3e1466f0561ab,3ZidgUvrmVNhroQqjSpVYE,Bug Powder Dust,Bomb The Bass,Angry,0.775,0.0827,0.605,0.000915,0.201,0.418,-10.696,0.0437,6
118,637697bf2cd3e1466f0561ac,5jkjpSsMOfsxgdGScPZVq2,The Bridge Is Over,Boogie Down Productions,Angry,0.822,0.0173,0.447,0.0,0.0643,0.556,-9.836,0.448,6
119,637697c02cd3e1466f0561ad,3QJ4TCO6GQNuQWRq2jQLAs,Hate,Hybris,Angry,0.334,0.0312,0.718,0.0305,0.105,0.145,-10.098,0.0519,6
120,637697c02cd3e1466f0561ae,6dEZqETrEhPOTETuLUvo7o,D B L,Ivilion,Angry,0.368,0.0189,0.957,0.202,0.122,0.0376,-9.068,0.25,6
121,637697c02cd3e1466f0561af,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song,Led Zeppelin,Angry,0.564,0.013,0.932,0.169,0.349,0.619,-10.068,0.0554,6
122,637697c02cd3e1466f0561b0,1rWqHyCTjYdYzLjI5ZQl2v,Last Depression,Skitzo,Angry,0.276,8.01e-05,0.962,0.524,0.0691,0.133,-6.783,0.105,6
123,637697c02cd3e1466f0561b1,6ubaJfRRDSG2YX5j1ZJvtQ,Crawlspace,Soulprint,Angry,0.452,0.000209,0.579,0.0102,0.059,0.702,-10.486,0.0351,6
124,637697c02cd3e1466f0561b2,0D3mdBIOeoODGv1YAtJdQz,Stay,Spinecar,Angry,0.496,0.00213,0.872,0.0249,0.712,0.414,-10.898,0.0422,6
125,637697c02cd3e1466f0561b3,7fJ4NnQhLZgY487khEMTEH,New World,Strawbs,Angry,0.276,0.0073,0.396,0.235,0.384,0.368,-16.146,0.038,6
126,637697c02cd3e1466f0561b4,1SIwEtA6vOapGw7fA7T9Gy,Trapped,2Pac,Arousing,0.773,0.0118,0.297,0.000132,0.137,0.442,-17.819,0.335,7
127,637697c12cd3e1466f0561b5,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,Ac Dc,Arousing,0.668,0.214,0.906,0.00245,0.135,0.507,-4.881,0.17,7
128,637697c12cd3e1466f0561b6,6gQUbFwwdYXlKdmqRoWKJe,Dude Looks Like A Lady,Aerosmith,Arousing,0.54,0.435,0.982,3.37e-05,0.0457,0.91,-2.962,0.0458,7
129,637697c12cd3e1466f0561b7,3axPhcbhVDOA9MnhkUrFcE,Boogie Woogie Bugle Boy,Andrews Sisters,Arousing,0.64,0.881,0.479,0.000171,0.0973,0.79,-11.55,0.467,7
130,637697c12cd3e1466f0561b8,5zhHaQJXiD8jFVwhpPColg,Im Crying,Animals,Arousing,0.553,0.0186,0.557,0.0051,0.353,0.804,-9.834,0.0322,7
131,637697c12cd3e1466f0561b9,3mWpUEBYnv9SIFWfixSJFx,Cant Get Enough Of Your Love Babe,Barry White,Arousing,0.729,0.114,0.78,0.106,0.0759,0.795,-7.604,0.0631,7
132,637697c12cd3e1466f0561ba,78zYiMv9yNTHgmm6kaUPCm,Saturday Night,Bay City Rollers,Arousing,0.514,0.199,0.681,0.0356,0.0745,0.913,-10.026,0.065,7
133,637697c12cd3e1466f0561bb,5ubvP9oKmxLUVq506fgLhk,Stayin Alive,Bee Gees,Arousing,0.702,0.0288,0.773,0.00871,0.147,0.953,-9.256,0.0343,7
134,637697c12cd3e1466f0561bc,4HEmPMRG1Mz4pYEpYbWTO0,You Cant Judge A Book By Its Cover,Bo Diddley,Arousing,0.847,0.239,0.322,0.0,0.0778,0.946,-12.922,0.0546,7
135,637697c22cd3e1466f0561bd,3ZidgUvrmVNhroQqjSpVYE,Bug Powder Dust,Bomb The Bass,Arousing,0.775,0.0827,0.605,0.000915,0.201,0.418,-10.696,0.0437,7
136,637697c22cd3e1466f0561be,5jkjpSsMOfsxgdGScPZVq2,The Bridge Is Over,Boogie Down Productions,Arousing,0.822,0.0173,0.447,0.0,0.0643,0.556,-9.836,0.448,7
137,637697c22cd3e1466f0561bf,1QEEqeFIZktqIpPI4jSVSF,More Than A Feeling,Boston,Arousing,0.377,0.00088,0.681,0.0023,0.0504,0.285,-8.039,0.0298,7
138,637697c22cd3e1466f0561c0,0Omt3rVppHIlYFXNL1VWgL,Do You Love Me,Contours,Arousing,0.596,0.586,0.793,1.86e-06,0.108,0.8,-6.611,0.0421,7
139,637697c22cd3e1466f0561c1,1I0qu4PsBjAHfJHy9wy5AA,Chains Of Love,Erasure,Arousing,0.747,0.0149,0.698,4.53e-05,0.384,0.788,-11.22,0.0333,7
